day,customer_id,total_sales
2022-04-16,26336,205.5
2022-06-22,46122,66.83
2021-09-05,57321,151.8
2022-12-06,9933,121.94
2021-01-17,48608,202.3
2021-07-31,54806,112.94
2022-06-09,9531,176.78
2021-10-13,53629,85.75
2022-02-20,39893,201.65
2022-01-12,12881,168.52
2021-04-09,50108,135.18
2021-07-16,28808,112.09
2021-09-09,58459,154.27
2021-11-23,21074,159.44
2021-09-30,3134,168.69
2021-10-10,40037,104.87
2022-10-25,28125,193.98
2023-01-21,46785,200.27
2021-09-06,58790,83.49
2022-08-08,15284,175.49
2021-11-30,23137,196.23
2021-04-14,34815,172.98
2021-05-05,20808,147.32
2023-03-03,62350,128.79
2021-02-02,35369,154.38
2022-12-29,33874,216.93
2023-03-04,54780,127.47
2022-07-03,2765,94.43
2022-08-23,33252,146.26
2021-10-23,8320,155.45
2023-04-05,944,63.65
2023-01-31,56370,72.25
2021-09-20,64196,198.72
2023-03-03,26743,184.1
2023-03-18,13914,116.63
2021-06-29,10182,86.6
2023-01-05,16496,104.46
2022-03-05,40361,109.46
2021-04-29,50028,125.41
2023-03-09,50896,91.88
2022-05-12,33449,151.78
2022-02-08,52180,68.26
2021-08-10,29745,216.85
2022-08-23,54142,137.05
2022-02-04,45166,163.11
2022-12-05,60225,187.91
2021-12-10,6131,208.43
2021-02-26,57985,140.46
2021-08-23,13250,193.59
2021-11-24,52725,102.66
2021-03-28,48608,93.61
2021-01-07,3725,153.8
2023-01-08,41877,88.92
2022-03-26,1591,116.76
2023-02-04,860,174.32
2022-02-23,33207,209.47
2022-12-06,30102,162.35
2021-07-20,13655,107.76
2021-05-23,62554,123.71
2021-10-11,38313,171.15
2022-09-15,11942,186.44
2022-10-12,8708,95.02
2021-12-29,22360,136.06
2021-04-22,32893,149.71
2022-11-11,43603,136.36
2021-08-04,46041,113.38
2023-02-25,17453,215.34
2022-01-13,38324,125.32
2021-06-05,15474,79.45
2023-03-04,60954,144.74
2022-11-22,27271,196.94
2021-04-19,58509,123.99
2023-03-05,30737,205.58
2022-02-02,10276,197.8
2023-02-14,35336,135.0
2022-06-20,52336,172.58
2022-03-12,26404,214.74
2021-07-30,19316,68.93
2022-07-22,5075,141.77
2023-04-28,40673,180.71
2022-06-16,40093,201.0
2022-12-19,23287,183.65
2023-04-20,20017,150.07
2022-08-26,10233,85.77
2021-02-18,31616,143.95
2022-08-26,8928,128.13
2023-04-25,62617,98.97
2022-07-17,33247,88.23
2022-02-16,14809,193.52
2021-10-27,14126,162.33
2023-03-17,7592,196.84
2021-11-09,2992,111.83
2021-05-06,2848,100.07
2021-02-02,31223,207.62
2022-11-05,32162,128.29
2022-09-10,28105,70.0
2022-09-11,2153,170.2
2021-03-31,17072,111.86
2021-07-08,33765,159.59
2022-10-18,25681,187.25
2022-09-18,8610,81.09
2023-03-08,58946,95.08
2022-04-11,61094,98.89
2022-08-15,5902,86.22
2022-02-16,47807,91.93
2021-06-30,19600,118.09
2021-08-13,54866,166.25
2021-03-14,46811,172.84
2022-05-29,27112,94.5
2022-03-27,24322,201.23
2021-07-23,50466,127.36
2022-06-05,30626,79.99
2022-04-05,30374,76.29
2021-11-05,12604,151.05
2022-07-03,16994,120.97
2022-09-24,24981,103.47
2022-06-01,44095,71.43
2022-06-28,44677,202.27
2021-06-21,2183,86.43
2021-02-20,56628,161.01
2022-01-10,64313,209.74
2021-07-09,1374,195.53
2021-04-28,6167,80.39
2021-12-03,47190,115.92
2021-01-01,13756,124.4
2022-11-08,36575,154.47
2022-04-27,55251,123.79
2021-12-08,23653,104.24
2022-04-18,30292,139.83
2023-02-28,50420,103.28
2022-09-19,50743,119.56
2021-03-29,64568,115.97
2022-05-23,35425,61.94
2022-09-07,754,178.0
2022-09-26,37975,180.41
2023-01-20,61197,164.21
2022-08-31,14097,88.39
2022-04-02,24595,107.98
2023-04-25,28807,88.68
2022-07-15,22337,147.45
2022-12-14,58621,184.75
2021-10-16,5477,180.16
2021-02-28,29826,140.5
2022-06-16,63211,144.92
2022-10-13,45509,196.13
2021-04-02,52937,122.59
2022-12-23,46562,121.19
2022-02-05,6479,215.01
2021-07-14,16254,146.09
2021-09-22,49376,138.1
2022-01-24,59413,200.9
2022-08-20,57076,156.37
2021-12-26,23892,211.37
2022-08-22,23556,209.96
2021-05-09,5355,67.64
2022-11-12,50928,172.24
2021-08-29,51954,119.76
2021-11-20,29055,182.1
2021-07-14,57447,201.49
2023-03-21,53537,150.72
2023-01-18,49959,137.32
2021-12-21,31251,146.27
2021-08-18,48621,142.07
2023-02-21,2320,109.02
2021-10-14,65092,192.19
2022-05-18,15272,141.29
2021-10-13,58990,206.46
2022-11-17,48484,76.69
2021-11-22,2620,201.59
2023-04-20,37295,99.96
2021-01-25,2337,186.21
2022-09-13,58804,131.89
2021-07-14,56054,108.88
2021-07-05,48240,217.03
2022-03-04,35754,71.62
2021-12-26,15242,121.57
2023-02-10,26395,191.72
2022-07-03,8107,117.7
2022-10-04,57707,100.3
2022-03-27,21701,154.5
2021-07-03,51704,75.26
2021-09-02,49171,207.51
2022-11-22,43311,212.3
2023-03-03,50326,188.9
2021-03-08,62101,127.39
2021-03-10,20012,101.81
2023-03-23,58928,206.13
2021-03-08,62956,66.89
2022-12-03,13048,161.78
2021-10-21,14949,87.2
2021-01-26,52534,212.7
2021-12-19,43638,111.03
2022-05-14,49674,155.1
2021-10-23,37435,117.42
2021-09-19,34993,70.79
2021-07-31,48118,163.72
2021-07-02,9652,97.33
2021-09-18,18161,123.28
2021-08-17,56739,72.47
2022-08-22,45408,164.91
2022-01-15,2529,88.35
2021-10-27,9536,166.22
2021-04-11,4535,151.62
2022-02-13,26582,148.0
2022-08-04,55257,142.26
2022-11-26,28669,153.26
2023-01-14,27081,114.02
2021-02-20,28307,78.11
2023-01-27,42701,178.55
2021-08-25,4634,111.93
2021-12-14,18976,116.94
2022-02-07,3161,139.92
2023-01-11,28084,154.71
2022-04-03,30508,82.02
2021-05-07,47837,199.02
2021-07-25,11884,167.3
2023-03-08,9598,101.25
2021-08-03,44784,115.12
2022-03-22,4605,136.87
2023-03-16,3467,187.43
2021-03-30,22062,179.46
2021-12-30,16526,134.19
2022-10-27,64372,144.2
2021-07-17,22756,190.91
2022-06-24,30508,182.48
2022-05-18,47049,112.97
2022-08-13,24916,127.13
2022-08-12,3597,121.07
2021-08-16,59002,117.52
2022-10-17,47510,172.1
2022-07-08,20598,65.52
2021-12-07,53433,128.16
2023-02-06,35793,76.38
2023-01-02,28172,91.72
2021-05-05,20362,90.71
2022-10-10,43766,185.1
2022-07-02,3365,169.57
2022-09-12,36809,106.01
2022-04-28,60227,91.36
2021-05-02,12612,189.49
2022-10-18,5167,218.08
2022-04-27,9495,155.36
2022-02-19,59884,206.48
2021-08-09,43085,116.71
2023-02-08,21067,196.33
2022-02-05,23123,206.86
2022-07-31,5,61.57
2023-03-15,43857,196.91
2021-08-18,47396,158.52
2023-01-04,49413,202.43
2022-09-06,61601,153.5
2023-03-09,2894,64.44
2021-05-19,33640,200.37
2022-03-25,54445,107.87
2022-05-01,2247,129.42
2021-02-04,8392,65.1
2021-06-10,22180,133.9
2022-12-14,26396,81.29
2023-01-08,23456,92.36
2023-02-05,62485,171.12
2022-08-05,30963,74.84
2022-04-01,32924,114.09
2023-04-14,45979,80.37
2021-09-29,42821,129.7
2021-06-30,34468,131.28
2021-12-20,13071,148.52
2021-12-26,37876,167.29
2022-12-19,4222,214.59
2021-07-06,37137,117.71
2022-10-13,2565,90.84
2022-05-08,22249,217.26
2021-10-07,10513,97.14
2023-01-29,64460,179.99
2021-04-18,40824,101.77
2022-08-20,9291,127.64
2021-08-25,49621,132.29
2023-03-20,22390,200.89
2021-09-25,20285,193.84
2023-04-28,32071,169.61
2022-06-14,20908,111.96
2021-10-11,47445,137.8
2022-10-28,51503,158.13
2022-05-05,41841,138.43
2022-03-27,38348,67.29
2022-10-19,54275,209.75
2021-01-14,15481,76.44
2021-08-15,54092,151.45
2022-01-01,1456,123.48
2021-08-27,49980,196.94
2021-01-31,23717,212.61
2022-10-31,30148,92.98
2021-03-31,54076,193.07
2022-01-22,65157,209.13
2023-02-10,825,132.8
2022-10-25,22957,123.42
2022-06-24,60181,178.03
2023-02-05,25362,126.61
2021-07-08,10927,64.78
2021-05-21,42861,142.47
2021-03-10,2354,151.9
2021-01-08,59431,73.7
2021-01-23,44187,150.51
2023-03-29,32749,206.68
2022-07-19,65214,81.7
2022-10-08,23108,144.22
2022-04-12,48275,185.04
2021-10-11,49357,186.49
2023-03-08,20679,216.41
2023-01-27,57948,81.82
2021-02-09,21112,109.56
2021-09-28,21056,140.68
2023-03-31,16795,171.68
2022-11-20,50606,170.58
2021-11-26,28967,114.63
2022-08-27,32519,73.5
2022-06-06,43969,101.79
2022-04-08,60613,175.3
2022-02-11,18440,138.34
2021-11-29,5188,181.2
2023-01-14,57761,89.22
2022-07-31,49284,186.93
2023-03-10,36942,216.17
2022-11-16,49291,66.68
2021-06-22,6694,188.88
2021-10-26,17892,65.93
2021-12-30,34288,180.3
2022-02-19,56563,143.69
2022-03-14,1202,156.64
2021-02-01,29360,65.16
2022-09-27,56478,160.68
2022-07-14,47921,100.87
2022-09-07,17872,88.28
2022-02-22,62351,160.12
2022-08-04,52217,84.42
2021-06-24,43989,142.06
2022-11-05,47135,200.21
2023-03-20,64224,100.94
2021-06-05,44697,85.46
2022-12-03,36846,89.64
2023-02-11,7010,197.08
2021-11-16,44734,125.04
2021-09-09,17907,76.42
2023-02-23,31429,89.66
2021-06-21,7754,187.32
2021-11-27,60039,109.45
2022-06-06,3548,205.94
2021-05-15,32933,163.3
2022-11-08,34064,101.47
2022-11-19,24378,146.26
2022-12-01,49741,151.38
2022-10-04,8387,102.33
2022-05-30,23218,134.58
2022-01-01,11606,102.01
2022-06-25,53408,130.63
2021-10-07,64656,159.18
2021-01-18,10032,179.6
2021-06-25,52793,70.77
2021-02-01,17424,211.72
2023-04-14,34537,206.59
2023-04-27,15816,167.5
2022-10-10,3736,62.65
2022-01-22,62904,177.91
2021-06-29,48750,177.74
2023-01-31,1724,119.81
2022-07-26,33514,83.15
2021-10-17,45265,182.26
2021-08-10,36295,158.48
2021-01-04,32712,165.34
2022-07-28,64569,185.74
2023-02-19,47704,96.72
2022-02-10,48026,155.93
2022-12-20,20942,200.83
2022-04-20,20793,174.48
2021-09-11,56802,204.59
2021-06-14,57475,166.81
2021-03-21,64735,79.45
2022-06-29,50621,117.75
2022-10-30,26567,161.11
2023-02-21,4596,115.99
2022-02-01,37460,149.42
2021-01-13,60219,200.26
2021-04-07,21806,108.37
2021-05-17,6052,216.05
2022-11-19,54324,108.94
2021-12-26,44207,214.85
2022-06-23,16139,109.77
2023-02-05,47079,205.72
2021-04-24,54924,123.99
2021-02-27,18078,200.04
2022-07-12,42198,84.27
2022-11-25,12593,131.4
2021-12-18,62749,134.22
2023-04-12,61406,87.96
2023-04-07,43846,166.25
2022-01-15,61954,100.05
2021-06-02,63150,115.11
2021-09-26,47190,112.29
2022-09-25,2247,89.52
2022-05-27,42842,143.12
2022-10-26,18539,98.39
2022-10-16,25524,65.03
2021-04-11,32221,104.06
2021-08-17,43446,107.87
2021-12-24,38606,108.82
2021-08-02,27389,216.62
2022-11-04,8051,122.38
2023-03-05,54953,74.62
2022-01-24,4262,193.93
2022-12-15,30183,78.43
2022-12-01,11579,145.19
2021-10-16,46761,68.77
2021-12-02,41081,182.06
2022-09-03,34587,214.63
2022-01-09,9978,96.47
2022-10-06,38649,72.19
2022-09-13,29034,121.29
2021-06-16,26779,209.07
2021-03-15,65128,160.21
2022-08-27,29115,80.23
2021-10-05,52287,92.63
2023-04-08,29138,85.7
2022-03-07,65040,152.67
2021-05-17,16594,165.29
2022-08-04,16756,150.97
2021-01-03,57261,144.63
2022-04-22,61448,77.59
2022-07-15,47109,153.64
2021-05-04,23421,185.58
2021-12-12,22095,180.2
2023-04-24,45401,102.53
2022-01-06,63019,84.7
2021-12-30,14350,92.43
2022-09-22,47146,160.06
2021-10-27,37269,127.95
2022-09-04,53927,89.07
2022-07-10,56231,73.91
2023-03-09,2533,208.48
2021-01-31,38308,69.54
2021-05-09,20264,116.83
2022-06-25,20691,73.66
2022-11-07,55451,205.29
2021-03-16,65168,112.2
2021-03-03,37328,126.93
2021-11-03,16016,124.42
2021-11-05,55601,136.7
2021-05-30,1697,175.86
2023-03-25,41390,80.57
2022-09-02,47183,187.99
2021-12-25,46956,119.36
2022-05-20,15245,205.82
2022-03-13,57438,217.48
2023-02-05,25688,117.53
2022-04-20,15165,215.67
2021-11-07,5051,115.46
2021-05-14,9765,208.46
2021-05-01,50712,179.65
2021-09-27,45804,77.71
2023-03-15,3022,164.32
2022-01-26,63113,163.37
2021-12-27,7135,112.98
2022-06-05,47967,91.99
2021-09-08,47144,190.72
2021-05-14,32767,80.37
2021-02-11,23557,141.05
2021-05-12,38115,98.02
2021-06-17,23574,184.51
2022-09-23,30977,98.21
2023-04-08,37196,210.34
2021-03-10,49457,127.99
2021-05-05,19058,199.24
2021-07-03,29837,89.15
2022-02-14,44299,95.34
2021-01-17,24035,177.2
2023-01-07,4307,99.42
2023-03-08,35693,192.86
2022-11-16,46515,136.32
2021-03-03,5425,159.23
2021-08-16,13318,133.26
2021-10-17,39244,207.33
2023-02-04,53186,105.46
2021-07-22,23536,172.61
2022-05-08,38470,159.59
2022-09-26,60859,211.53
2022-11-25,19208,186.05
2023-02-05,52870,160.88
2022-10-12,39366,200.8
2023-01-24,11561,116.81
2021-01-21,43471,92.1
2021-12-27,45026,190.74
2022-07-01,64558,73.17
2022-02-11,31724,179.12
2023-04-06,42610,120.83
2021-07-08,7629,142.14
2021-03-12,4881,102.88
2021-10-05,17536,133.54
2022-12-21,48238,169.14
2022-02-04,4108,188.97
2021-11-04,12590,148.18
2021-11-10,19438,159.78
2023-04-20,28592,156.05
2021-12-17,8097,157.27
2022-12-31,38071,88.0
2021-10-19,10548,93.56
2021-01-28,32494,139.31
2022-12-22,24436,166.53
2021-03-08,60598,197.32
2021-01-19,55760,168.07
2021-03-21,62575,104.88
2022-03-30,36188,201.97
2022-05-12,60192,120.3
2023-01-28,64842,90.84
2022-08-20,35737,173.02
2021-12-29,56689,179.67
2021-03-21,7444,158.31
2023-04-22,7709,138.24
2022-07-26,34992,109.58
2021-01-21,43277,146.76
2022-01-22,48326,134.0
2022-10-01,30445,104.81
2021-08-31,21033,155.12
2021-09-03,43532,115.18
2021-12-01,26825,146.99
2021-12-26,24114,129.03
2022-09-20,29752,159.83
2021-04-02,53971,90.14
2022-09-23,31157,88.93
2023-04-26,4176,69.62
2022-03-05,27983,131.08
2023-03-14,49808,154.86
2021-11-25,37744,76.8
2021-09-07,13680,98.79
2021-10-29,5538,92.22
2021-11-26,53626,153.77
2022-11-16,25984,205.62
2021-09-20,36051,117.61
2022-11-24,40920,207.1
2022-11-28,9448,77.52
2021-06-16,12435,128.22
2021-08-26,23937,165.45
2023-04-01,39625,166.53
2021-07-24,20147,203.39
2022-05-28,40709,116.5
2021-11-19,24150,200.49
2022-02-28,9291,179.97
2022-12-28,31134,156.97
2021-08-26,12353,89.64
2022-11-25,53569,216.41
2022-09-15,64359,157.9
2022-02-14,8640,167.83
2022-05-10,11096,212.99
2023-02-09,64550,136.2
2021-08-07,39307,131.9
2022-07-05,30984,213.99
2021-09-24,16353,85.06
2022-12-22,25665,98.75
2021-02-21,56115,153.22
2021-01-15,16530,71.76
2021-08-06,12954,198.09
2021-03-01,32524,146.49
2023-01-31,42221,183.0
2023-03-21,17274,212.41
2022-01-30,30810,131.69
2023-03-12,10389,92.23
2022-10-11,1763,108.57
2021-07-11,62453,125.36
2022-11-20,13301,184.87
2021-08-15,16019,134.56
2023-02-28,62338,125.61
2021-01-03,20970,167.11
2021-02-06,24841,90.72
2021-11-17,39766,95.71
2021-05-09,62411,82.18
2022-02-18,31936,178.93
2022-11-26,5693,126.37
2021-04-17,48789,214.78
2022-10-28,30941,90.72
2023-02-06,64864,66.54
2022-03-30,45402,166.68
2021-02-23,15258,73.53
2021-12-02,14931,145.76
2021-01-20,6885,182.84
2021-05-27,13325,156.93
2022-04-30,6301,113.53
2021-04-19,19240,106.5
2022-07-04,47229,113.65
2023-02-09,64416,110.53
2022-05-13,53071,162.05
2022-08-06,25367,93.44
2022-09-24,29092,81.71
2021-12-23,8515,133.0
2023-04-26,44182,74.77
2022-09-24,682,90.28
2022-09-08,2431,126.51
2021-07-14,64333,79.1
2021-09-17,28898,137.7
2022-01-13,24469,201.64
2021-08-19,17753,94.92
2021-05-15,60040,167.9
2023-04-20,20548,131.0
2021-02-27,15164,202.98
2022-12-30,15605,124.9
2022-11-22,32794,169.96
2021-10-18,14371,134.2
2022-03-30,50218,96.24
2021-08-15,59287,190.67
2021-11-11,32645,152.74
2021-07-03,6002,69.42
2023-04-25,10964,113.25
2021-03-10,51209,109.09
2022-09-29,9013,170.91
2023-01-19,29882,154.89
2021-03-26,21736,195.82
2022-03-29,26826,73.39
2022-07-25,57288,213.13
2022-12-02,24719,186.99
2022-09-28,6124,85.65
2023-03-19,40318,193.64
2022-05-17,45217,172.11
2022-11-13,29174,139.19
2022-01-19,24228,82.75
2022-05-04,4339,63.37
2022-11-30,44635,168.51
2022-03-18,61009,174.7
2021-10-06,45268,78.31
2022-09-17,30017,188.79
2023-01-06,55382,145.25
2023-03-01,35237,66.0
2023-04-10,42944,154.93
2021-11-25,51531,145.47
2021-10-04,56864,208.54
2022-12-27,24611,120.91
2021-09-10,21559,206.39
2022-09-10,34438,137.63
2021-03-15,50655,74.36
2021-08-22,34887,160.32
2021-06-13,34373,101.77
2021-05-18,5242,136.79
2021-03-19,17962,189.79
